ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
12024	剑豪	56	41	20	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	2	1	30001	剑术一流的武将	1	ArmyFormation/changshezhen.tmx		5000	heroHead/50019.png	heroCard/40019.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12025	平儿	41	26	32	1	85	140	300	shunshangxiang_plist	50	ziyun_plist	0	2	4	30001	本身是个迷的身世的女武将	1	ArmyFormation/changshezhen.tmx		5000	heroHead/50007.png	heroCard/40007.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12026	罗刹女	24	51	27	1	95	400	300	huangyueyin_plist	50	mozhua_plist	0	2	1	30002	传言会点妖术的女武将	3	ArmyFormation/yanxingzhen.tmx		5000	heroHead/50007.png	heroCard/40007.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12027	领军教头	48	36	28	1	120	140	300	ganling_plist	50	ziyun_plist	0	2	4	30001	中级军队训练的教头	6	ArmyFormation/zhuixingzhen.tmx		5000	heroHead/50091.png	heroCard/40091.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12028	禁军教头	45	28	26	1	120	140	300	xiahoudun_plist	50	ziyun_plist	0	2	4	30001	高级军队训练的教头	6	ArmyFormation/zhuixingzhen.tmx		5000	heroHead/50091.png	heroCard/40091.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12029	金都尉	39	34	27	1	110	140	300	zhaoyun_plist	50	ziyun_plist	0	2	4	30001	九品官武将	1	ArmyFormation/changshezhen.tmx		5000	heroHead/50097.png	heroCard/40097.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12030	中书丞	30	46	35	1	85	400	300	simayi_plist	50	mozhua_plist	0	2	4	30002	中央属官八品。	1	ArmyFormation/changshezhen.tmx		300	heroHead/50059.png	heroCard/40059.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12031	县尉	40	47	28	1	85	400	300	sunquan_plist	50	mozhua_plist	0	2	4	30002	县尉位在县令或县长之下。主管治安。九品。	1	ArmyFormation/changshezhen.tmx		100	heroHead/50095.png	heroCard/40095.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12032	神术士	23	57	23	1	85	400	300	chaochao_plist	50	mozhua_plist	0	2	4	30002	法术较为高深的术士	1	ArmyFormation/changshezhen.tmx		5000	heroHead/50059.png	heroCard/40059.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12033	鬼道士	34	38	30	1	100	400	300	zhouyu_plist	50	mozhua_plist	0	2	2	30002	会点旁门左道的道士	2	ArmyFormation/gouxingzhen.tmx		5000	heroHead/50095.png	heroCard/40095.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12034	圣道士	22	59	24	1	100	400	300	liubei_plist	50	mozhua_plist	0	2	2	30002	法术造诣较高的道士	2	ArmyFormation/gouxingzhen.tmx		5000	heroHead/50096.png	heroCard/40096.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12035	嫔妃	23	50	25	1	100	400	300	diaocan_plist	50	moyun_plist	0	2	2	30003	姿色较好君主的妾室。	2	ArmyFormation/gouxingzhen.tmx		5000	heroHead/50080.png	heroCard/40080.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12036	宠妾	31	51	26	1	85	400	300	diaocan_plist	50	moyun_plist	0	2	2	30003	深受皇帝宠幸的妾侍	4	ArmyFormation/yuanxingzhen.tmx		5000	heroHead/50080.png	heroCard/40080.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12037	医师	30	54	28	1	85	400	300	zhouyu_plist	50	huangbao_plist	0	2	2	30004	医术一般的武将	3	ArmyFormation/yanxingzhen.tmx		2000	heroHead/50059.png	heroCard/40059.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12038	典军校尉	36	31	39	1	100	140	300	ganling_plist	50	ziyun_plist	0	2	4	30001	八品官员。	6	ArmyFormation/zhuixingzhen.tmx		300	heroHead/50090.png	heroCard/40090.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12039	射声校尉	35	31	35	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	2	4	30001	射声校尉掌待诏射声，秩比二千石。所属有丞及司马，领兵七百人。从八品。	5	ArmyFormation/heyizhen.tmx		100	heroHead/50093.png	heroCard/40093.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12040	典军校尉	36	31	39	1	100	140	300	ganling_plist	50	ziyun_plist	0	2	4	30001	八品官员。	6	ArmyFormation/zhuixingzhen.tmx		300	heroHead/50090.png	heroCard/40090.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12041	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12042	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12043	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12044	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12045	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12046	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12047	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12048	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12049	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12050	张苞	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	张苞使用父亲的家传蛇矛为兵器，他和他父亲一样勇猛，剽悍。诸葛亮六出祁山期间，立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12051	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	法正原是刘璋部下，后投靠刘备。他善于奇谋，被陈寿称赞为蜀国的程昱和郭嘉，在刘备进取汉中时，献计将曹操大将夏侯渊斩首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12052	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12053	鲍三娘	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	关索的妻子，得到关羽亲自传授武艺，诸葛亮平定南蛮后，一直和关索一起镇守南中。	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12054	周仓	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	周仓，本是黄巾出身，一心想求明主。关羽千里走单骑时，被关羽收服。周仓作为关羽的贴身侍卫，终生追随左右。	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12055	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12056	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12057	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12058	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12059	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12060	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12061	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12062	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12063	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12064	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12065	张苞	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	张苞使用父亲的家传蛇矛为兵器，他和他父亲一样勇猛，剽悍。诸葛亮六出祁山期间，立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12066	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	法正原是刘璋部下，后投靠刘备。他善于奇谋，被陈寿称赞为蜀国的程昱和郭嘉，在刘备进取汉中时，献计将曹操大将夏侯渊斩首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12067	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12068	鲍三娘	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	关索的妻子，得到关羽亲自传授武艺，诸葛亮平定南蛮后，一直和关索一起镇守南中。	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12069	周仓	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	周仓，本是黄巾出身，一心想求明主。关羽千里走单骑时，被关羽收服。周仓作为关羽的贴身侍卫，终生追随左右。	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12070	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12071	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12072	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12073	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12074	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12075	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12076	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12077	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12078	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12079	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12080	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12081	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	魏国名将夏侯渊之子，后弃魏投蜀。夏侯霸的妹妹是张飞的妻子，生有一女为刘禅皇后。大器晚成，依不辱大将之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12082	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12083	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
12084	袁绍	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	袁绍出身四世三公，讨伐董卓时是十八路联军的统帅。原本是个养尊处优的公子哥，后南征北战，在界桥大败公孙瓒，名动天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12085	华雄	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	董卓手下的心腹大将，汜水关抵挡十八路诸侯联军的进攻，连斩俞涉、潘凤两员大将。	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png											Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12086	颜良	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	自小和文丑一起长大，河北名将，深受袁绍的喜爱。可惜白马一战终究不敌武圣关羽。	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12087	文丑	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	河北名将，拥有凡人不能比拟的勇武，同颜良有着极其过硬的交情。后同颜良一起败给武圣关羽。	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12088	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12089	公孙瓒	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	公孙瓒和刘备皆师从卢植，在幽州时领三千骑兵破张纯，威震塞外，后黄巾之乱领三万精兵，斩首三万，俘虏七万。	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12090	高顺	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	高顺为人清白有威严，率领吕布最强兵“陷阵营”。下邳城前独斗夏侯惇三十余合，一直忠于吕布终生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12091	李儒	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	董卓的首席谋士，为董卓收降吕布。十八路诸侯讨伐董卓时，献计策，在荥阳大败曹操。	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png											Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12092	张任	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	童渊的大弟子，深得童渊绝技百鸟朝凤枪。侍奉刘璋，守卫成都，射杀庞统于落凤坡。后刘璋投降，志节不改，终不降。	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12093	典韦	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	曹操的贴身侍卫，濮阳战吕布十数回合不分胜负，天生膂力过人，追随夏侯惇多有立功。	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png											0	sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
12094	许褚	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	潼关前，怒目圆睁吓退马超，曹操赞：“此吾樊哙也。”。当曹操去世时许褚哭至吐血。	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png											0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
12095	曹彰	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	曹操长子，武艺壮猛，有将领之气。征乌桓，吓的乌桓首领轲比能臣服，威震塞外。	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12096	庞德	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	3	30001	庞德每次出征常冲锋陷阵，勇冠凉州三军。投靠曹操后，与关羽大战，射中关羽前额。	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12097	张郃	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	张郃以前跟随袁绍，后追随曹操。张郃披肩甲、执利器，攻无不克，街亭之战，大显神威，杀得马谡丢盔卸甲。	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
