英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	被动技能4ID	被动技能5ID	被动技能6ID	空行												
1000116	5	성•소교(환)	402116	1	2																	
1000116	6	왕•소교(환)	402116	1	2	3																
1000116	7	황•소교(환)	403116	1	2	3																
1000116	8	도•소교(환)	403116	1	2	3	1000003															
1000116	9	마•소교(환)	404116	1	2	3	1000003	1000002														
1000116	10	멸•소교(환)	404116	1	2	3	1000003	1000002	1000035													
1000117	1	장비(환)	100117																			
1000117	2	진•장비(환)	100117	1																		
1000117	3	귀•장비(환)	101117	1																		
1000117	4	신•장비(환)	101117	1	2																	
1000117	5	성•장비(환)	102117	1	2																	
1000117	6	왕•장비(환)	102117	1	2	3																
1000117	7	황•장비(환)	103117	1	2	3																
1000117	8	도•장비(환)	103117	1	2	3	1000026															
1000117	9	마•장비(환)	104117	1	2	3	1000026	1000008														
1000117	10	멸•장비(환)	104117	1	2	3	1000026	1000008	1000036													
1000118	1	손상향(환)	300118																			
1000118	2	진•손상향(환)	300118	1																		
1000118	3	귀•손상향(환)	301118	1																		
1000118	4	신•손상향(환)	301118	1	2																	
1000118	5	성•손상향(환)	302118	1	2																	
1000118	6	왕•손상향(환)	302118	1	2	3																
1000118	7	황•손상향(환)	303118	1	2	3																
1000118	8	도•손상향(환)	303118	1	2	3	1000002															
1000118	9	마•손상향(환)	304118	1	2	3	1000002	1000027														
1000118	10	멸•손상향(환)	304118	1	2	3	1000002	1000027	1000043													
1000119	1	유비(환)	100119,110119,120119																			
1000119	2	진•유비(환)	100119,110119,120119	1																		
1000119	3	귀•유비(환)	101119,111119,121119	1																		
1000119	4	신•유비(환)	101119,111119,121119	1	2																	
1000119	5	성•유비(환)	102119,112119,122119	1	2																	
1000119	6	왕•유비(환)	102119,112119,122119	1	2	3																
1000119	7	황•유비(환)	103119,113119,123119	1	2	3																
1000119	8	도•유비(환)	103119,113119,123119	1	2	3	1000015															
1000119	9	마•유비(환)	104119,114119,124119	1	2	3	1000015	1000021														
1000119	10	멸•유비(환)	104119,114119,124119	1	2	3	1000015	1000021	1000024													
1000120	1	제갈량(환)	300120,310120																			
1000120	2	진•제갈량(환)	300120,310120	1																		
1000120	3	귀•제갈량(환)	301120,311120	1																		
1000120	4	신•제갈량(환)	301120,311120	1	2																	
1000120	5	성•제갈량(환)	302120,312120	1	2																	
1000120	6	왕•제갈량(환)	302120,312120	1	2	3																
1000120	7	황•제갈량(환)	303120,313120	1	2	3																
1000120	8	도•제갈량(환)	303120,313120	1	2	3	1000019															
1000120	9	마•제갈량(환)	304120,314120	1	2	3	1000019	1000010														
1000120	10	멸•제갈량(환)	304120,314120	1	2	3	1000019	1000010	1000037													
1000121	1	여령기(환)	100121,110121																			
1000121	2	진•여령기(환)	100121,110121	1																		
1000121	3	귀•여령기(환)	101121,111121	1																		
1000121	4	신•여령기(환)	101121,111121	1	2																	
1000121	5	성•여령기(환)	102121,112121	1	2																	
1000121	6	왕•여령기(환)	102121,112121	1	2	3																
1000121	7	황•여령기(환)	103121,113121	1	2	3																
1000121	8	도•여령기(환)	103121,113121	1	2	3	1000008															
1000121	9	마•여령기(환)	104121,114121	1	2	3	1000008	1000014														
1000121	10	멸•여령기(환)	104121,114121	1	2	3	1000008	1000014	1000009													
1000122	1	하후돈(환)	100122																			
1000122	2	진•하후돈(환)	100122	1																		
1000122	3	귀•하후돈(환)	101122	1																		
1000122	4	신•하후돈(환)	101122	1	2																	
1000122	5	성•하후돈(환)	102122	1	2																	
1000122	6	왕•하후돈(환)	102122	1	2	3																
1000122	7	황•하후돈(환)	103122	1	2	3																
1000122	8	도•하후돈(환)	103122	1	2	3	1000001															
1000122	9	마•하후돈(환)	104122	1	2	3	1000001	1000008														
1000122	10	멸•하후돈(환)	104122	1	2	3	1000001	1000008	1000011													
1000123	1	견희(환)	200123,210123																			
1000123	2	진•견희(환)	200123,210123	1																		
1000123	3	귀•견희(환)	201123,211123	1																		
1000123	4	신•견희(환)	201123,211123	1	2																	
1000123	5	성•견희(환)	202123,212123	1	2																	
1000123	6	왕•견희(환)	202123,212123	1	2	3																
1000123	7	황•견희(환)	203123,213123	1	2	3																
1000123	8	도•견희(환)	203123,213123	1	2	3	1000008															
1000123	9	마•견희(환)	204123,214123	1	2	3	1000008	1000002														
1000123	10	멸•견희(환)	204123,214123	1	2	3	1000008	1000002	1000044													
1000124	1	채문희(환)	400124																			
1000124	2	진•채문희(환)	400124	1																		
1000124	3	귀•채문희(환)	401124	1																		
1000124	4	신•채문희(환)	401124	1	2																	
1000124	5	성•채문희(환)	402124	1	2																	
1000124	6	왕•채문희(환)	402124	1	2	3																
1000124	7	황•채문희(환)	403124	1	2	3																
1000124	8	도•채문희(환)	403124	1	2	3	1000002															
1000124	9	마•채문희(환)	404124	1	2	3	1000002	1000010														
1000124	10	멸•채문희(환)	404124	1	2	3	1000002	1000010	1000024													
1000125	1	주유(환)	200125																			
1000125	2	진•주유(환)	200125	1																		
1000125	3	귀•주유(환)	201125	1																		
1000125	4	신•주유(환)	201125	1	2																	
1000125	5	성•주유(환)	202125	1	2																	
1000125	6	왕•주유(환)	202125	1	2	3																
1000125	7	황•주유(환)	203125	1	2	3																
1000125	8	도•주유(환)	203125	1	2	3	1000002															
1000125	9	마•주유(환)	204125	1	2	3	1000002	1000027														
1000125	10	멸•주유(환)	204125	1	2	3	1000002	1000027	1000006													
1000126	1	장료(환)	100126,110126																			
1000126	2	진•장료(환)	100126,110126	1																		
1000126	3	귀•장료(환)	101126,111126	1																		
1000126	4	신•장료(환)	101126,111126	1	2																	
1000126	5	성•장료(환)	102126,112126	1	2																	
1000126	6	왕•장료(환)	102126,112126	1	2	3																
1000126	7	황•장료(환)	103126,113126	1	2	3																
1000126	8	도•장료(환)	103126,113126	1	2	3	1000014															
1000126	9	마•장료(환)	104126,114126	1	2	3	1000014	1000010														
1000126	10	멸•장료(환)	104126,114126	1	2	3	1000014	1000010	1000035													
1000127	1	관우(환)	100127,110127																			
1000127	2	진•관우(환)	100127,110127	1																		
1000127	3	귀•관우(환)	101127,111127	1																		
1000127	4	신•관우(환)	101127,111127	1	2																	
1000127	5	성•관우(환)	102127,112127	1	2																	
1000127	6	왕•관우(환)	102127,112127	1	2	3																
1000127	7	황•관우(환)	103127,113127	1	2	3																
1000127	8	도•관우(환)	103127,113127	1	2	3	1000014															
1000127	9	마•관우(환)	104127,114127	1	2	3	1000014	1000025														
1000127	10	멸•관우(환)	104127,114127	1	2	3	1000014	1000025	1000034													
1000128	1	조조(환)	200128,210128,220128																			
1000128	2	진•조조(환)	200128,210128,220128	1																		
1000128	3	귀•조조(환)	201128,211128,221128	1																		
1000128	4	신•조조(환)	201128,211128,221128	1	2																	
1000128	5	성•조조(환)	202128,212128,222128	1	2																	
1000128	6	왕•조조(환)	202128,212128,222128	1	2	3																
1000128	7	황•조조(환)	203128,213128,223128	1	2	3																
1000128	8	도•조조(환)	203128,213128,223128	1	2	3	1000015															
1000128	9	마•조조(환)	204128,214128,224128	1	2	3	1000015	1000021														
1000128	10	멸•조조(환)	204128,214128,224128	1	2	3	1000015	1000021	1000024													
1000129	1	조운(환)	100129,110129																			
1000129	2	진•조운(환)	100129,110129	1																		
1000129	3	귀•조운(환)	101129,111129	1																		
1000129	4	신•조운(환)	101129,111129	1	2																	
1000129	5	성•조운(환)	102129,112129	1	2																	
1000129	6	왕•조운(환)	102129,112129	1	2	3																
1000129	7	황•조운(환)	103129,113129	1	2	3																
1000129	8	도•조운(환)	103129,113129	1	2	3	1000014															
1000129	9	마•조운(환)	104129,114129	1	2	3	1000014	1000008														
1000129	10	멸•조운(환)	104129,114129	1	2	3	1000014	1000008	1000013													
1000130	1	여포(환)	100130,110130																			
1000130	2	진•여포(환)	100130,110130	1																		
1000130	3	귀•여포(환)	101130,111130	1																		
1000130	4	신•여포(환)	101130,111130	1	2																	
1000130	5	성•여포(환)	102130,112130	1	2																	
1000130	6	왕•여포(환)	102130,112130	1	2	3																
1000130	7	황•여포(환)	103130,113130	1	2	3																
1000130	8	도•여포(환)	103130,113130	1	2	3	1000022															
1000130	9	마•여포(환)	104130,114130	1	2	3	1000022	1000014														
1000130	10	멸•여포(환)	104130,114130	1	2	3	1000022	1000014	1000029													
1000131	1	손권(환)	300131,310131,320131																			
1000131	2	진•손권(환)	300131,310131,320131	1																		
1000131	3	귀•손권(환)	301131,311131,321131	1																		
1000131	4	신•손권(환)	301131,311131,321131	1	2																	
1000131	5	성•손권(환)	302131,312131,322131	1	2																	
1000131	6	왕•손권(환)	302131,312131,322131	1	2	3																
1000131	7	황•손권(환)	303131,313131,323131	1	2	3																
1000131	8	도•손권(환)	303131,313131,323131	1	2	3	1000015															
1000131	9	마•손권(환)	304131,314131,324131	1	2	3	1000015	1000021														
1000131	10	멸•손권(환)	304131,314131,324131	1	2	3	1000015	1000021	1000024													
1000132	1	육손(현)	200132,210132																			
1000132	2	진•육손(현)	200132,210132	1																		
1000132	3	귀•육손(현)	201132,211132	1																		
1000132	4	신•육손(현)	201132,211132	1	2																	
1000132	5	성•육손(현)	202132,212132	1	2																	
1000132	6	왕•육손(현)	202132,212132	1	2	3																
1000132	7	황•육손(현)	203132,213132	1	2	3																
1000132	8	도•육손(현)	203132,213132	1	2	3	1000002															
1000132	9	마•육손(현)	204132,214132	1	2	3	1000002	1000042														
1000132	10	멸•육손(현)	204132,214132	1	2	3	1000002	1000042	1000045													
1000133	1	정봉(현)	100133																			
1000133	2	진•정봉(현)	100133	1																		
1000133	3	귀•정봉(현)	101133	1																		
1000133	4	신•정봉(현)	101133	1	2																	
1000133	5	성•정봉(현)	102133	1	2																	
1000133	6	왕•정봉(현)	102133	1	2	3																
1000133	7	황•정봉(현)	103133	1	2	3																
1000133	8	도•정봉(현)	103133	1	2	3	1000008															
1000133	9	마•정봉(현)	104133	1	2	3	1000008	1000008														
1000133	10	멸•정봉(현)	104133	1	2	3	1000008	1000008	1000047													
1000134	1	곽가(현)	300134,310134																			
1000134	2	진•곽가(현)	300134,310134	1																		
1000134	3	귀•곽가(현)	301134,311134	1																		
1000134	4	신•곽가(현)	301134,311134	1	2																	
1000134	5	성•곽가(현)	302134,312134	1	2																	
1000134	6	왕•곽가(현)	302134,312134	1	2	3																
1000134	7	황•곽가(현)	303134,313134	1	2	3																
1000134	8	도•곽가(현)	303134,313134	1	2	3	1000015															
1000134	9	마•곽가(현)	304134,314134	1	2	3	1000015	1000017														
1000134	10	멸•곽가(현)	304134,314134	1	2	3	1000015	1000017	1000030													
1000135	1	조인(현)	100135,110135																			
1000135	2	진•조인(현)	100135,110135	1																		
1000135	3	귀•조인(현)	101135,111135	1																		
1000135	4	신•조인(현)	101135,111135	1	2																	
1000135	5	성•조인(현)	102135,112135	1	2																	
1000135	6	왕•조인(현)	102135,112135	1	2	3																
1000135	7	황•조인(현)	103135,113135	1	2	3																
1000135	8	도•조인(현)	103135,113135	1	2	3	1000008															
1000135	9	마•조인(현)	104135,114135	1	2	3	1000008	1000010														
1000135	10	멸•조인(현)	104135,114135	1	2	3	1000008	1000010	1000038													
1000136	1	우길(현)	300136																			
1000136	2	진•우길(현)	300136	1																		
1000136	3	귀•우길(현)	301136	1																		
1000136	4	신•우길(현)	301136	1	2																	
1000136	5	성•우길(현)	302136	1	2																	
1000136	6	왕•우길(현)	302136	1	2	3																
1000136	7	황•우길(현)	303136	1	2	3																
1000136	8	도•우길(현)	303136	1	2	3	1000019															
1000136	9	마•우길(현)	304136	1	2	3	1000019	1000022														
1000136	10	멸•우길(현)	304136	1	2	3	1000019	1000022	1000037													
1000137	1	좌자(현)	200137,210137																			
1000137	2	진•좌자(현)	200137,210137	1																		
1000137	3	귀•좌자(현)	201137,211137	1																		
1000137	4	신•좌자(현)	201137,211137	1	2																	
1000137	5	성•좌자(현)	202137,212137	1	2																	
1000137	6	왕•좌자(현)	202137,212137	1	2	3																
1000137	7	황•좌자(현)	203137,213137	1	2	3																
1000137	8	도•좌자(현)	203137,213137	1	2	3	1000008															
1000137	9	마•좌자(현)	204137,214137	1	2	3	1000008	1000040														
1000137	10	멸•좌자(현)	204137,214137	1	2	3	1000008	1000040	1000039													
1000138	1	관은병(현)	200138																			
1000138	2	진•관은병(현)	200138	1																		
1000138	3	귀•관은병(현)	201138	1																		
1000138	4	신•관은병(현)	201138	1	2																	
1000138	5	성•관은병(현)	202138	1	2																	
1000138	6	왕•관은병(현)	202138	1	2	3																
1000138	7	황•관은병(현)	203138	1	2	3																
1000138	8	도•관은병(현)	203138	1	2	3	1000002															
1000138	9	마•관은병(현)	204138	1	2	3	1000002	1000025														
1000138	10	멸•관은병(현)	204138	1	2	3	1000002	1000025	1000035													
1000139	1	황월영(현)	400139																			
1000139	2	진•황월영(현)	400139	1																		
1000139	3	귀•황월영(현)	401139	1																		
1000139	4	신•황월영(현)	401139	1	2																	
1000139	5	성•황월영(현)	402139	1	2																	
1000139	6	왕•황월영(현)	402139	1	2	3																
1000139	7	황•황월영(현)	403139	1	2	3																
1000139	8	도•황월영(현)	403139	1	2	3	1000008															
1000139	9	마•황월영(현)	404139	1	2	3	1000008	1000021														
1000139	10	멸•황월영(현)	404139	1	2	3	1000008	1000021	1000031													
1000140	1	손책(현)	100140,110140																			
1000140	2	진•손책(현)	100140,110140	1																		
1000140	3	귀•손책(현)	101140,111140	1																		
1000140	4	신•손책(현)	101140,111140	1	2																	
1000140	5	성•손책(현)	102140,112140	1	2																	
1000140	6	왕•손책(현)	102140,112140	1	2	3																
1000140	7	황•손책(현)	103140,113140	1	2	3																
1000140	8	도•손책(현)	103140,113140	1	2	3	1000001															
1000140	9	마•손책(현)	104140,114140	1	2	3	1000001	1000026														
1000140	10	멸•손책(현)	104140,114140	1	2	3	1000001	1000026	1000035													
1000141	1	동탁(현)	100141,110141,120141																			
1000141	2	진•동탁(현)	100141,110141,120141	1																		
1000141	3	귀•동탁(현)	101141,111141,121141	1																		
1000141	4	신•동탁(현)	101141,111141,121141	1	2																	
1000141	5	성•동탁(현)	102141,112141,122141	1	2																	
1000141	6	왕•동탁(현)	102141,112141,122141	1	2	3																
1000141	7	황•동탁(현)	103141,113141,123141	1	2	3																
1000141	8	도•동탁(현)	103141,113141,123141	1	2	3	1000015															
1000141	9	마•동탁(현)	104141,114141,124141	1	2	3	1000015	1000021														
1000141	10	멸•동탁(현)	104141,114141,124141	1	2	3	1000015	1000021	1000024													
1000142	1	방통(현)	200142,210142																			
1000142	2	진•방통(현)	200142,210142	1																		
1000142	3	귀•방통(현)	201142,211142	1																		
1000142	4	신•방통(현)	201142,211142	1	2																	
1000142	5	성•방통(현)	202142,212142	1	2																	
1000142	6	왕•방통(현)	202142,212142	1	2	3																
1000142	7	황•방통(현)	203142,213142	1	2	3																
1000142	8	도•방통(현)	203142,213142	1	2	3	1000002															
1000142	9	마•방통(현)	204142,214142	1	2	3	1000002	1000046														
1000142	10	멸•방통(현)	204142,214142	1	2	3	1000002	1000046	1000037													
1009995	1	호군교관	100056																			
1009995	2	진•호군교관	100056	10																		
1009995	3	귀•호군교관	101056	10																		
1009995	4	신•호군교관	101056	10	11																	
1009995	5	성•호군교관	102056	10	11																	
1009995	6	왕•호군교관	102056	10	11	12																
1009995	7	황•호군교관	103056	10	11	12																
1009996	1	영군교관	100046																			
1009996	2	진•영군교관	100046	10																		
1009996	3	귀•영군교관	101046	10																		
1009996	4	신•영군교관	101046	10	11																	
1009996	5	성•영군교관	102046	10	11																	
1009996	6	왕•영군교관	102046	10	11	12																
1009996	7	황•영군교관	103046	10	11	12																
1009997	1	금위군교관	100056																			
1009997	2	진•금위군교관	100056	10																		
1009997	3	귀•금위군교관	101056	10																		
1009997	4	신•금위군교관	101056	10	11																	
1009997	5	성•금위군교관	102056	10	11																	
1009997	6	왕•금위군교관	102056	10	11	12																
1009997	7	황•금위군교관	103056	10	11	12																
1090001	1	황건병사1	100062																			
1090001	2	진•황건병사1	100062	10																		
1090001	3	귀•황건병사1	101062	10																		
1090001	4	신•황건병사1	101062	10	11																	
1090001	5	성•황건병사1	102062	10	11																	
1090001	6	왕•황건병사1	102062	10	11	12																
1090001	7	황•황건병사1	103062	10	11	12																
1090002	1	장수 1	100062																			
1090002	2	진•A장군	100062	10																		
1090002	3	귀•A장군	101062	10																		
1090002	4	신•A장군	101062	10	11																	
1090002	5	성•A장군	102062	10	11																	
1090002	6	왕•A장군	102062	10	11	12																
1090002	7	황•A장군	103062	10	11	12																
1090003	1	황건두목	100056																			
1090003	2	진•황건두목	100056	10																		
1090003	3	귀•황건두목	101056	10																		
1090003	4	신•황건두목	101056	10	11																	
1090003	5	성•황건두목	102056	10	11																	
1090003	6	왕•황건두목	102056	10	11	12																
1090003	7	황•황건두목	103056	10	11	12																
1090004	1	황건병사2	100046																			
1090004	2	진•황건병사2	100046	10																		
1090004	3	귀•황건병사2	101046	10																		
1090004	4	신•황건병사2	101046	10	11																	
1090004	5	성•황건병사2	102046	10	11																	
1090004	6	왕•황건병사2	102046	10	11	12																
1090004	7	황•황건병사2	103046	10	11	12																
1090005	1	황건요녀	200072																			
1090005	2	진•황건요녀	200072	4																		
1090005	3	귀•황건요녀	201072	4																		
1090005	4	신•황건요녀	201072	4	5																	
1090005	5	성•황건요녀	202072	4	5																	
1090005	6	왕•황건요녀	202072	4	5	6																
1090005	7	황•황건요녀	203072	4	5	6																
1090006	1	정원지	100046																			
1090006	2	진•정원지	100046	10																		
1090006	3	귀•정원지	101046	10																		
1090006	4	신•정원지	101046	10	11																	
1090006	5	성•정원지	102046	10	11																	
1090006	6	왕•정원지	102046	10	11	12																
1090006	7	황•정원지	103046	10	11	12																
1090007	1	등무	100048																			
1090007	2	진•등무	100048	10																		
1090007	3	귀•등무	101048	10																		
1090007	4	신•등무	101048	10	11																	
1090007	5	성•등무	102048	10	11																	
1090007	6	왕•등무	102048	10	11	12																
1090007	7	황•등무	103048	10	11	12																
1090008	1	고승	100046																			
1090008	2	진•고승	100046	10																		
1090008	3	귀•고승	101046	10																		
1090008	4	신•고승	101046	10	11																	
1090008	5	성•고승	102046	10	11																	
1090008	6	왕•고승	102046	10	11	12																
1090008	7	황•고승	103046	10	11	12																
1090009	1	산적1	100056																			
1090009	2	진•산적1	100056	10																		
1090009	3	귀•산적1	101056	10																		
1090009	4	신•산적1	101056	10	11																	
1090009	5	성•산적1	102056	10	11																	
1090009	6	왕•산적1	102056	10	11	12																
1090009	7	황•산적1	103056	10	11	12																
1090010	1	산적2	100062																			
1090010	2	진•산적2	100062	10																		
1090010	3	귀•산적2	101062	10																		
1090010	4	신•산적2	101062	10	11																	
1090010	5	성•산적2	102062	10	11																	
1090010	6	왕•산적2	102062	10	11	12																
1090010	7	황•산적2	103062	10	11	12																
1090011	1	산적두목	100056																			
1090011	2	진•산적두목	100056	10																		
1090011	3	귀•산적두목	101056	10																		
1090011	4	신•산적두목	101056	10	11																	
1090011	5	성•산적두목	102056	10	11																	
1090011	6	왕•산적두목	102056	10	11	12																
1090011	7	황•산적두목	103056	10	11	12																
1090012	1	황건정예병사	100046																			
1090012	2	진•황건정예병사	100046	10																		
1090012	3	귀•황건정예병사	101046	10																		
1090012	4	신•황건정예병사	101046	10	11																	
1090012	5	성•황건정예병사	102046	10	11																	
1090012	6	왕•황건정예병사	102046	10	11	12																
1090012	7	황•황건정예병사	103046	10	11	12																
1090013	1	장연	100048																			
1090013	2	진•장연	100048	10																		
1090013	3	귀•장연	101048	10																		
1090013	4	신•장연	101048	10	11																	
1090013	5	성•장연	102048	10	11																	
1090013	6	왕•장연	102048	10	11	12																
1090013	7	황•장연	103048	10	11	12																
1090014	1	황건	100046																			
1090014	2	진•황건	100046	10																		
1090014	3	귀•황건	101046	10																		
1090014	4	신•황건	101046	10	11																	
1090014	5	성•황건	102046	10	11																	
1090014	6	왕•황건	102046	10	11	12																
1090014	7	황•황건	103046	10	11	12																
1090015	1	산적	100056																			
1090015	2	진•산적	100056	10																		
1090015	3	귀•산적	101056	10																		
1090015	4	신•산적	101056	10	11																	
1090015	5	성•산적	102056	10	11																	
1090015	6	왕•산적	102056	10	11	12																
1090015	7	황•산적	103056	10	11	12																
