小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
188	제8관	0	99	19,7	1,999	5	152	1970	1	19,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,39,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-08.tmx	1000101	283 	29 	1000104	283 	29	1000075	283	29	1103	14	2103	14	3103	14	20 	0	0.3	5	4245	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,49,4,17,50	
189	제9관	0	99	19,8	1,999	5	152	1980	1	20,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-09.tmx	1000074	296 	29 	1000083	296 	29	1000077	296	29	1103	14	2103	14	3103	14	20 	0	0.3	5	4270	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,49,4,17,50	
190	제10관	157,158	99	19,9	1,999	5	152	1990	1	21,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-10.tmx	1000083	292 	30 	1000109	292 	30	1000080	292	30	1103	15	2103	15	3103	15	20 	0	0.3	5	4295	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,38,4,25,80	
191	제1관	159	99	19,10	1,999	5	162	2000	1	22,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-01.tmx	1000097	300 	30 	1000096	300 	30	1000089	300	30	1103	15	2103	15	3103	15	20 	0	0.3	5	4320	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,47,4,23,80	
192	제2관	0	99	20,1	1,999	5	162	2010	1	23,1,1,100,1,35,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-02.tmx	1000079	299 	30 	1000107	299 	30	1000108	299	30	1103	15	2103	15	3103	15	20 	0	0.3	5	4345	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,47,4,23,80	
193	제3관	0	99	20,2	1,999	5	162	2020	1	24,1,1,100,1,36,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-03.tmx	1000090	296 	30 	1000108	296 	30	1000109	296	30	1103	16	2103	16	3103	16	20 	0	0.3	5	4370	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,48,4,23,50	
194	제4관	0	99	20,3	1,999	5	162	2030	1	25,1,1,100,1,37,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-04.tmx	1000096	307 	30 	1000109	307 	30	1000110	307	30	1103	16	2103	16	3103	16	20 	0	0.3	5	4395	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,48,4,23,50	
195	제5관	160	99	20,4	1,999	5	162	2040	1	26,1,1,100,1,38,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-05.tmx	1000095	296 	31 	1000087	296 	31	1000080	296	31	1103	17	2103	17	3103	17	20 	0	0.3	5	4420	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,38,4,26,80	
196	제6관	0	99	20,5	1,999	5	162	2050	1	27,1,1,100,1,39,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-06.tmx	1000093	314 	31 	1000111	314 	31	1000112	314	31	1103	17	2103	17	3103	17	20 	0	0.3	5	4445	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,50,4,18,50	
197	제7관	0	99	20,6	1,999	5	162	2060	1	28,1,1,100,1,32,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-07.tmx	1000103	325 	31 	1000112	325 	31	1000113	325	31	1103	18	2103	18	3103	18	20 	0	0.3	5	4470	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,50,4,18,50	
198	제8관	0	99	20,7	1,999	5	162	2070	1	29,1,1,100,1,33,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-08.tmx	1000106	316 	31 	1000113	316 	31	1000074	316	31	1103	18	2103	18	3103	18	20 	0	0.3	5	4495	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,49,4,18,50	
199	제9관	0	99	20,8	1,999	5	162	2080	1	30,1,1,100,1,34,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-09.tmx	1000103	316 	31 	1000074	316 	31	1000075	316	31	1103	19	2103	19	3103	19	20 	0	0.3	5	4520	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,49,4,18,50	
200	제10관	161,162	99	20,9	1,999	5	162	2090	1	31,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-10.tmx	1000095	292 	32 	1000097	292 	32	1000079	292	32	1103	19	2103	19	3103	19	20 	0	0.3	5	4550	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,38,4,27,80	
201	제1관	163	99	20,10	1,999	5	174	2100	1	14,1,1,100,1,36,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-11.tmx	1000091	318 	32 	1000087	318 	32	1000098	318	32	1103	20	2103	20	3103	20	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,47,4,24,80	
202	제2관		99	21,1	1,999	5	174	2110	1	15,1,1,100,1,37,1,1,50,1,19,4,1,12,1,43,4,1,35,1,33,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-12.tmx	1000088	301 	32 	1000094	301 	32	1000097	301	32	1103	20	2103	20	3103	20	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,47,4,24,80	
203	제3관		99	21,2	1,999	5	174	2120	1	16,1,1,100,1,38,1,1,50,1,25,4,1,12,1,43,4,1,35,1,34,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-13.tmx	1000102	326 	32 	1000080	326 	32	1000087	326	32	1103	21	2103	21	3103	21	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,48,4,24,50	
204	제4관		99	21,3	1,999	5	174	2130	1	17,1,1,100,1,39,1,1,50,1,16,4,1,12,1,43,4,1,35,1,35,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-14.tmx	1000090	306 	32 	1000107	306 	32	1000087	306	32	1103	21	2103	21	3103	21	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,48,4,24,50	
205	제5관	164	99	21,4	1,999	5	174	2140	1	18,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-15.tmx	1000093	313 	32 	1000094	313 	32	1000097	313	32	1103	22	2103	22	3103	22	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,38,4,28,80	
206	제6관		99	21,5	1,999	5	174	2150	1	19,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,37,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-16.tmx	1000100	339 	32 	1000111	339 	32	1000076	339	32	1103	22	2103	22	3103	22	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,50,4,19,50	
207	제7관		99	21,6	1,999	5	174	2160	1	20,1,1,100,1,34,1,1,50,1,16,4,1,12,1,43,4,1,35,1,38,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-17.tmx	1000092	317 	32 	1000087	317 	32	1000095	317	32	1103	23	2103	23	3103	23	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,50,4,19,50	
208	제8관		99	21,7	1,999	5	174	2170	1	21,1,1,100,1,35,1,1,50,1,19,4,1,12,1,43,4,1,35,1,39,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-18.tmx	1000080	323 	32 	1000087	323 	32	1000101	323	32	1103	23	2103	23	3103	23	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,49,4,19,50	
209	제9관		99	21,8	1,999	5	174	2180	1	22,1,1,100,1,36,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-19.tmx	1000078	319 	32 	1000083	319 	32	1000080	319	32	1103	24	2103	24	3103	24	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,49,4,19,50	
210	제10관	165,166	99	21,9	1,999	5	174	2190	1	23,1,1,100,1,37,1,1,50,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-20.tmx	1000094	316 	32 	1000095	316 	32	1000097	316	32	1103	24	2103	24	3103	24	20 	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,38,4,29,80	
211	제1관	167	99	21,10	1,999	5	188	2200	1	24,1,1,100,1,38,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-21.tmx	1000110	327 	32 	1000076	327 	32	1000075	327	32	1103	25	2103	25	3103	25	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,47,4,25,80	
212	제2관		99	22,1	1,999	5	188	2210	1	25,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,33,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-22.tmx	1000096	341 	32 	1000093	341 	32	1000095	341	32	1103	25	2103	25	3103	25	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,47,4,25,80	
213	제3관		99	22,2	1,999	5	188	2220	1	26,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,34,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-23.tmx	1000092	332 	32 	1000079	332 	32	1000077	332	32	1103	26	2103	26	3103	26	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,48,4,25,50	
214	제4관		99	22,3	1,999	5	188	2230	1	27,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,35,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-24.tmx	1000101	356 	32 	1000103	356 	32	1000099	356	32	1103	26	2103	26	3103	26	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,48,4,25,50	
215	제5관	168	99	22,4	1,999	5	188	2240	1	28,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-25.tmx	1000098	352 	32 	1000096	352 	32	1000101	352	32	1103	27	2103	27	3103	27	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,38,4,30,80	
216	제6관		99	22,5	1,999	5	188	2250	1	29,1,1,100,1,35,1,1,50,1,16,4,1,12,1,43,4,1,35,1,37,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-26.tmx	1000098	348 	32 	1000104	348 	32	1000084	348	32	1103	27	2103	27	3103	27	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,50,4,20,50	
217	제7관		99	22,6	1,999	5	188	2260	1	30,1,1,100,1,36,1,1,50,1,19,4,1,12,1,43,4,1,35,1,38,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-27.tmx	1000096	337 	32 	1000075	337 	32	1000076	337	32	1103	28	2103	28	3103	28	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,50,4,20,50	
218	제8관		99	22,7	1,999	5	188	2270	1	31,1,1,100,1,37,1,1,50,1,25,4,1,12,1,43,4,1,35,1,39,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-28.tmx	1000095	335 	32 	1000112	335 	32	1000078	335	32	1103	28	2103	28	3103	28	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,49,4,20,50	
219	제9관		99	22,8	1,999	5	188	2280	1	14,1,1,100,1,38,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-29.tmx	1000078	358 	32 	1000082	358 	32	1000111	358	32	1103	29	2103	29	3103	29	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,49,4,20,50	
220	제10관	169,170	99	22,9	1,999	5	188	2290	1	15,1,1,100,1,39,1,1,50,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-30.tmx	1000086	334 	32 	1000097	334 	32	1000094	334	32	1103	31	2103	31	3103	31	20 	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,38,4,31,80	
221	제1관	171	99	22,10	1,999	5	204	2300	1	16,1,1,100,1,32,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-31.tmx	1000126	307 	33 	1000094	307 	32 	1000128	307	33 	1103	32	2103	32	3103	32	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,47,4,26,80	
222	제2관		99	23,1	1,999	5	204	2310	1	17,1,1,100,1,33,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-32.tmx	1000139	306 	33 	1000107	306 	32 	1000122	306	33 	1103	34	2103	34	3103	34	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,47,4,26,80	
223	제3관		99	23,2	1,999	5	204	2320	1	18,1,1,100,1,34,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-33.tmx	1000127	301 	33 	1000117	301 	33 	1000119	301	33 	1103	35	2103	35	3103	35	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,48,4,26,50	
224	제4관		99	23,3	1,999	5	204	2330	1	19,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-34.tmx	1000133	288 	33 	1000115	288 	33 	1000135	288	33 	1103	37	2103	37	3103	37	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,48,4,26,50	
225	제5관	172	99	23,4	1,999	5	204	2340	1	20,1,1,100,1,36,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-35.tmx	1000122	296 	34 	1000135	296 	34 	1000128	296	34 	1103	38	2103	38	3103	38	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,38,4,32,80	
226	제6관		99	23,5	1,999	5	204	2350	1	21,1,1,100,1,37,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-36.tmx	1000120	325 	34 	1000086	325 	32 	1000123	325	34 	1103	40	2103	40	3103	40	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,50,4,21,50	
227	제7관		99	23,6	1,999	5	204	2360	1	22,1,1,100,1,38,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-37.tmx	1000118	326 	34 	1000109	326 	32 	1000123	326	34 	1103	41	2103	41	3103	41	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,50,4,21,50	
228	제8관		99	23,7	1,999	5	204	2370	1	23,1,1,100,1,39,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-38.tmx	1000129	321 	34 	1000077	321 	32 	1000120	321	34 	1103	43	2103	43	3103	43	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,49,4,21,50	
229	제9관		99	23,8	1,999	5	204	2380	1	24,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-39.tmx	1000129	275 	35 	1000127	275 	35 	1000136	275	35 	1103	44	2103	44	3103	44	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,49,4,21,50	
230	제10관	173,174	99	23,9	1,999	5	204	2390	1	25,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,125,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-40.tmx	1000123	314 	35 	1000135	314 	35 	1000128	314	35 	1103	50	2103	50	3103	50	20 	0	0.3	5	4550	115,1,1,40,118,1,1,40,116,1,1,40,42,4,17,50,38,4,33,80	
231	제1관	175	99	23,10	1,999	5	222	2400	1	26,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-41.tmx	1000133	306 	35 	1000126	306 	35 	1000121	306	35 	1104	5	2104	5	3104	5	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,47,4,27,80	
232	제2관		99	24,1	1,999	5	222	2410	1	27,1,1,100,1,34,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-42.tmx	1000125	347 	35 	1000083	347 	32 	1000133	347	35 	1104	10	2104	10	3104	10	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,47,4,27,80	
233	제3관		99	24,2	1,999	5	222	2420	1	28,1,1,100,1,35,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-43.tmx	1000125	319 	36 	1000132	319 	36 	1000131	319	36 	1104	15	2104	15	3104	15	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,48,4,27,50	
234	제4관		99	24,3	1,999	5	222	2430	1	29,1,1,100,1,36,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-44.tmx	1000123	322 	36 	1000118	322 	36 	1000132	322	36 	1104	20	2104	20	3104	20	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,48,4,27,50	
235	제5관	176	99	24,4	1,999	5	222	2440	1	30,1,1,100,1,37,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-45.tmx	1000133	329 	36 	1000132	329 	36 	1000131	329	36 	1104	25	2104	25	3104	25	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,38,4,34,80	
236	제6관		99	24,5	1,999	5	222	2450	1	31,1,1,100,1,38,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-46.tmx	1000137	337 	36 	1000123	337 	36 	1000114	337	36 	1104	30	2104	30	3104	30	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,50,4,22,50	
237	제7관		99	24,6	1,999	5	222	2460	1	14,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-47.tmx	1000137	328 	37 	1000120	328 	37 	1000133	328	37 	1104	35	2104	35	3104	35	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,50,4,22,50	
238	제8관		99	24,7	1,999	5	222	2470	1	15,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-48.tmx	1000130	369 	37 	1000121	369 	37 	1000085	369	32 	1104	40	2104	40	3104	40	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,49,4,22,50	
239	제9관		99	24,8	1,999	5	222	2480	1	16,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-49.tmx	1000130	374 	37 	1000083	374 	32 	1000125	374	37 	1104	45	2104	45	3104	45	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,49,4,22,50	
240	제10관	177,178	99	24,9	1,999	5	222	2490	1	17,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,119,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-50.tmx	1000133	348 	37 	1000125	348 	37 	1000134	348	37 	1104	50	2104	50	3104	50	20 	0	0.3	5	4550	119,1,1,40,116,1,1,40,121,1,1,40,42,4,18,50,38,4,35,80	
241	제1관	179	99	24,10	1,999	5	242	2500	1	18,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-51.tmx	1000136	368 	38 	1000107	368 	32 	1000134	368	38 	1105	5	2105	5	3105	5	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,47,4,28,80	
242	제2관		99	25,1	1,999	5	242	2510	1	19,1,1,100,1,36,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-52.tmx	1000132	405 	38 	1000094	405 	32 	1000114	405	38 	1105	10	2105	10	3105	10	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,47,4,28,80	
243	제3관		99	25,2	1,999	5	242	2520	1	20,1,1,100,1,37,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-53.tmx	1000134	386 	38 	1000086	386 	32 	1000130	386	38 	1105	15	2105	15	3105	15	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,48,4,28,50	
244	제4관		99	25,3	1,999	5	242	2530	1	21,1,1,100,1,38,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-54.tmx	1000126	372 	38 	1000135	372 	38 	1000121	372	38 	1105	20	2105	20	3105	20	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,48,4,28,50	
245	제5관	180	99	25,4	1,999	5	242	2540	1	22,1,1,100,1,39,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-55.tmx	1000114	392 	39 	1000121	392 	39 	1000123	392	39 	1105	25	2105	25	3105	25	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,38,4,36,80	
246	제6관		99	25,5	1,999	5	242	2550	1	23,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,121,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-56.tmx	1000134	371 	39 	1000132	371 	39 	1000138	371	39 	1105	30	2105	30	3105	30	20 	0	0.3	5	4550	122,1,1,40,121,1,1,40,123,1,1,40,42,4,19,50,50,4,23,50	
